cms_certification_number,S2_2_CHOWDATE,chow_order
366377,2019-11-01,1
366379,2020-07-01,1
366385,2018-12-01,1
366389,2021-07-01,1
366397,2018-12-28,1
366400,2015-10-01,1
366400,2018-05-01,2
366412,2017-08-01,1
366443,2016-07-16,1
366448,2020-01-16,1
366466,2021-03-01,1
375094,2017-03-17,1
375098,2017-03-17,1
375102,2017-06-30,1
375102,2019-07-31,2
375106,2020-12-30,1
375107,2020-12-30,1
375113,2020-12-30,1
375119,2016-01-01,1
375122,2020-12-30,1
375124,2020-12-30,1
375135,2017-03-17,1
375141,2020-12-30,1
375144,2020-12-30,1
375146,2016-07-01,1
375148,2020-12-30,1
375151,2020-12-30,1
375155,2020-12-30,1
375158,2017-06-30,1
375158,2020-12-30,2
375159,2020-12-30,1
375166,2017-12-01,1
375168,2020-12-30,1
375178,2020-12-30,1
375185,2020-12-30,1
375186,2020-12-30,1
375189,2020-12-30,1
375190,2016-07-01,1
375195,2020-12-30,1
375207,2020-12-30,1
375209,2020-12-30,1
375222,2016-01-11,1
375222,2017-06-29,2
375222,2020-04-01,3
375222,2021-01-01,4
375229,2017-06-30,1
375235,2021-02-25,1
375238,2021-02-25,1
375243,2017-06-30,1
375243,2020-12-28,2
375245,2017-06-30,1
375246,2017-06-30,1
375246,2020-12-27,2
375252,2017-10-31,1
375253,2017-11-30,1
375256,2017-10-01,1
375259,2020-12-30,1
375263,2017-06-29,1
375263,2019-07-28,2
375275,2019-02-01,1
375276,2017-06-30,1
375276,2020-12-26,2
375284,2023-01-06,1
375286,2015-09-30,1
375286,2017-06-29,2
375303,2017-06-29,1
375303,2021-07-01,2
375304,2021-11-23,1
375310,2021-02-25,1
375313,2017-06-30,1
375313,2020-12-28,2
375327,2016-02-01,1
375328,2017-06-30,1
375328,2020-12-28,2
375330,2016-07-01,1
375331,2016-01-11,1
375331,2017-06-29,2
375331,2019-07-16,3
375331,2020-12-31,4
375335,2019-02-28,1
375340,2016-07-01,1
375358,2020-12-30,1
375360,2021-02-25,1
375372,2017-06-30,1
375372,2020-12-26,2
375375,2020-12-30,1
375379,2022-04-30,1
375383,2020-12-30,1
375384,2016-10-01,1
375389,2017-06-30,1
375390,2022-08-31,1
375399,2016-01-01,1
375400,2019-02-01,1
375404,2021-07-31,1
375412,2021-05-29,1
375416,2017-06-30,1
375416,2019-07-31,2
375428,2015-12-01,1
375429,2015-12-01,1
375431,2015-12-01,1
375443,2021-11-23,1
375446,2020-12-30,1
375461,2021-05-29,1
375463,2017-06-29,1
375464,2017-06-30,1
375464,2020-05-01,2
375469,2017-06-30,1
375469,2020-12-27,2
375470,2016-08-01,1
375470,2017-12-31,2
375476,2019-11-01,1
375486,2017-10-01,1
375492,2017-06-30,1
375492,2022-12-27,2
375494,2020-12-30,1
375498,2020-12-30,1
375499,2018-11-01,1
375505,2020-12-30,1
375506,2016-01-01,1
375508,2020-12-30,1
375515,2020-12-30,1
375519,2017-06-30,1
375519,2020-12-27,2
375520,2016-01-01,1
375527,2017-06-30,1
375532,2019-04-01,1
375536,2017-06-30,1
375540,2017-06-30,1
375549,2020-05-29,1
375551,2017-06-30,1
375553,2018-11-01,1
375557,2017-06-30,1
375557,2020-12-26,2
375561,2020-12-30,1
375567,2017-12-10,1
375572,2023-01-01,1
375577,2020-12-30,1
375579,2020-10-06,1
375580,2020-12-30,1
385039,2015-12-21,1
385046,2017-03-01,1
385046,2023-02-28,2
385072,2017-03-01,1
385072,2023-02-28,2
385091,2017-03-01,1
385091,2023-02-28,2
385117,2017-03-01,1
385117,2023-02-28,2
385133,2023-04-01,1
385137,2018-10-01,1
385143,2017-03-01,1
385143,2023-02-28,2
385147,2023-04-01,1
385148,2017-03-01,1
385148,2023-02-28,2
385149,2017-03-01,1
385149,2023-02-28,2
385151,2017-03-01,1
385151,2023-02-28,2
385156,2017-03-01,1
385156,2023-02-28,2
385161,2023-08-31,1
385165,2023-04-01,1
385167,2017-03-01,1
385167,2023-02-28,2
385172,2023-08-31,1
385188,2023-08-31,1
385211,2023-08-31,1
385217,2023-08-31,1
385219,2018-01-01,1
385222,2017-11-30,1
385224,2023-08-31,1
385228,2023-08-31,1
385241,2023-02-28,1
385264,2017-07-01,1
385269,2023-05-01,1
395013,2018-05-01,1
395016,2021-11-01,1
395028,2016-01-19,1
395037,2023-02-01,1
395041,2018-06-13,1
395041,2021-04-23,2
395042,2021-06-01,1
395047,2021-12-29,1
395066,2022-06-28,1
395068,2023-02-01,1
395074,2015-10-01,1
395077,2018-06-01,1
395077,2019-07-01,2
395078,2022-06-01,1
395084,2018-06-01,1
395084,2019-07-01,2
395084,2022-02-22,3
395090,2018-03-16,1
395092,2023-05-01,1
395095,2021-08-30,1
395109,2022-06-28,1
395123,2017-02-01,1
395135,2018-06-01,1
395142,2017-02-01,1
395148,2021-04-30,1
395158,2016-08-15,1
395160,2018-12-31,1
395166,2018-12-01,1
395167,2018-02-01,1
395168,2021-11-01,1
395171,2021-10-01,1
395174,2018-06-01,1
395174,2021-12-15,2
395177,2017-02-01,1
395177,2018-05-14,2
395193,2017-02-01,1
395193,2018-05-14,2
395197,2017-08-15,1
395199,2023-02-01,1
395200,2016-10-01,1
395203,2018-12-01,1
395205,2021-11-01,1
395208,2018-05-01,1
395221,2023-02-01,1
395223,2017-02-01,1
395224,2021-05-01,1
395226,2018-02-12,1
395231,2020-05-01,1
395237,2016-04-01,1
395237,2019-10-29,2
395241,2016-10-01,1
395241,2023-04-01,2
395247,2017-02-01,1
395249,2022-05-31,1
395251,2023-02-01,1
395252,2017-02-01,1
395256,2017-02-01,1
395256,2018-05-14,2
395259,2018-04-01,1
395262,2016-10-01,1
395262,2023-04-01,2
395264,2023-09-12,1
395266,2018-06-01,1
395270,2022-03-01,1
395270,2023-06-05,2
395273,2017-02-01,1
395277,2017-02-01,1
395277,2018-05-14,2
395284,2017-02-01,1
395284,2018-05-14,2
395286,2018-04-01,1
395288,2017-02-01,1
395289,2017-02-01,1
395290,2018-10-02,1
395295,2017-02-01,1
395296,2016-02-01,1
395297,2017-02-01,1
395297,2020-11-10,2
395298,2023-05-01,1
395309,2023-02-01,1
395313,2022-02-15,1
395319,2021-11-30,1
395324,2019-10-01,1
395331,2018-05-01,1
395331,2021-12-15,2
395334,2018-01-04,1
395335,2016-10-01,1
395344,2021-05-31,1
395345,2018-12-01,1
395345,2023-05-01,2
395347,2021-11-30,1
395347,2021-12-01,2
395348,2023-02-01,1
395351,2023-02-01,1
395354,2018-06-01,1
395354,2021-06-04,2
395357,2019-06-01,1
395359,2023-02-01,1
395363,2016-10-01,1
395364,2021-05-31,1
395370,2016-02-26,1
395372,2022-05-05,1
395373,2021-11-30,1
395373,2021-12-01,2
395374,2021-05-31,1
395379,2017-02-01,1
395379,2022-11-17,2
395380,2022-10-03,1
395382,2016-08-15,1
395393,2023-05-01,1
395395,2023-07-01,1
395396,2021-05-31,1
395397,2021-05-31,1
395398,2011-07-01,1
395398,2023-04-01,2
395400,2021-04-09,1
395402,2023-02-01,1
395403,2020-01-03,1
395404,2016-02-01,1
395409,2021-12-29,1
395414,2021-08-01,1
395418,2024-04-01,1
395421,2020-08-01,1
395421,2021-11-01,2
395426,2017-09-18,1
395428,2017-09-18,1
395429,2023-02-01,1
395433,2017-02-01,1
395434,2017-02-01,1
395439,2023-06-01,1
395440,2023-02-01,1
395442,2023-02-01,1
395451,2023-02-01,1
395454,2017-05-30,1
395456,2017-02-01,1
395461,2017-05-30,1
395462,2023-03-01,1
395464,2023-05-01,1
395466,2022-02-15,1
395469,2018-07-18,1
395469,2020-12-15,2
395469,2023-06-05,3
395471,2017-07-01,1
395471,2021-05-28,2
395472,2023-02-01,1
395477,2023-02-01,1
395479,2016-11-30,1
395479,2016-12-01,2
395482,2017-02-01,1
395483,2020-12-29,1
395484,2016-08-15,1
395484,2018-08-29,2
395485,2023-02-01,1
395494,2018-07-01,1
395499,2018-04-01,1
395502,2023-08-15,1
395506,2016-08-15,1
395506,2018-08-29,2
395509,2018-02-12,1
395512,2023-02-01,1
395514,2016-01-25,1
395521,2018-04-01,1
395524,2016-08-15,1
395525,2017-02-01,1
395525,2020-11-09,2
395525,2022-11-17,3
395527,2023-02-01,1
395535,2016-07-01,1
395537,2019-11-15,1
395538,2017-09-18,1
395540,2023-02-01,1
395541,2023-02-01,1
395542,2023-05-01,1
395545,2018-06-01,1
395545,2022-02-22,2
395552,2023-04-03,1
395556,2023-01-31,1
395564,2018-12-01,1
395564,2023-05-01,2
395569,2017-02-01,1
395569,2020-11-09,2
395570,2017-05-30,1
395574,2022-02-15,1
395575,2016-08-15,1
395577,2017-10-20,1
395581,2019-10-01,1
395582,2018-02-12,1
395586,2023-06-23,1
395588,2017-02-01,1
395588,2020-11-09,2
395589,2023-01-31,1
395590,2016-08-15,1
395590,2018-08-29,2
395592,2016-10-01,1
395594,2016-10-01,1
395596,2016-03-31,1
395604,2023-07-01,1
395607,2016-10-01,1
395610,2016-10-01,1
395613,2017-03-01,1
395614,2022-02-15,1
395616,2022-12-01,1
395618,2022-06-28,1
395620,2022-06-09,1
395623,2018-01-01,1
395624,2021-06-15,1
395624,2023-03-16,2
395625,2019-12-01,1
395627,2017-02-01,1
395627,2018-05-14,2
395633,2018-05-01,1
395646,2018-05-01,1
395651,2018-12-01,1
395651,2023-05-01,2
395652,2022-06-28,1
395653,2023-07-01,1
395654,2023-02-07,1
395660,2022-03-14,1
395661,2016-10-01,1
395661,2023-04-01,2
395662,2022-11-04,1
395666,2021-07-01,1
395670,2017-02-01,1
395672,2019-08-01,1
395674,2016-10-01,1
395675,2016-10-01,1
395679,2016-08-15,1
395680,2021-12-29,1
395682,2023-07-01,1
395683,2024-04-01,1
395685,2023-02-01,1
395687,2017-05-30,1
395690,2020-06-11,1
395691,2021-05-01,1
395695,2016-06-06,1
395697,2017-02-01,1
395697,2020-11-10,2
395698,2018-05-01,1
395701,2021-05-01,1
395706,2017-02-01,1
395707,2016-10-01,1
395708,2017-08-15,1
395710,2021-11-01,1
395711,2018-04-01,1
395712,2022-02-15,1
395719,2023-07-01,1
395722,2018-07-01,1
395722,2022-03-01,2
395726,2023-07-01,1
395729,2017-08-15,1
395730,2017-08-15,1
395730,2018-08-29,2
395731,2023-02-01,1
395740,2022-10-07,1
395742,2021-04-30,1
395743,2023-02-01,1
395746,2023-02-01,1
395751,2021-05-28,1
395758,2016-08-15,1
395760,2023-02-10,1
395764,2017-02-01,1
395764,2018-05-14,2
395767,2018-06-01,1
395773,2023-07-01,1
395774,2021-04-30,1
395775,2021-04-30,1
395782,2018-08-01,1
395783,2023-02-01,1
395785,2018-04-01,1
395791,2021-05-01,1
395796,2023-02-01,1
395800,2017-09-29,1
395812,2023-07-01,1
395817,2023-02-10,1
395825,2017-05-30,1
395826,2023-02-01,1
395827,2017-08-15,1
395827,2018-08-29,2
395828,2023-07-01,1
395831,2021-05-01,1
395834,2023-02-01,1
395843,2019-05-30,1
395843,2019-05-31,2
395844,2020-12-01,1
395844,2023-06-05,2
395846,2016-08-15,1
395846,2018-08-29,2
395847,2023-12-06,1
395852,2017-05-30,1
395853,2023-11-01,1
395865,2017-05-30,1
395867,2022-06-28,1
395868,2017-02-01,1
395868,2020-11-10,2
395872,2016-08-15,1
395875,2023-01-31,1
395878,2018-06-01,1
395878,2019-07-01,2
395881,2018-02-01,1
395883,2019-09-16,1
395883,2023-11-01,2
395892,2017-02-15,1
395893,2017-05-30,1
395899,2017-08-15,1
395901,2016-10-01,1
395903,2022-06-09,1
395909,2022-02-15,1
395912,2018-02-12,1
395913,2023-02-01,1
395915,2022-06-30,1
395917,2018-06-01,1
395917,2019-07-01,2
395929,2016-03-01,1
395930,2017-03-01,1
395938,2021-05-01,1
395939,2021-05-01,1
395953,2018-03-01,1
395964,2017-04-28,1
395964,2022-06-01,2
395977,2020-12-01,1
395984,2018-12-01,1
395985,2023-07-01,1
395986,2023-07-01,1
395989,2018-01-04,1
395990,2017-07-01,1
396003,2023-02-01,1
396017,2023-02-01,1
396026,2018-04-26,1
396035,2022-06-28,1
396048,2023-07-01,1
396063,2019-07-01,1
396065,2018-02-01,1
396066,2023-02-01,1
396070,2019-05-30,1
396070,2019-05-31,2
396071,2020-05-01,1
396073,2017-09-18,1
396075,2017-04-01,1
396077,2023-02-10,1
396078,2020-10-26,1
396082,2020-10-01,1
396088,2017-04-07,1
396093,2022-02-15,1
396115,2019-11-15,1
396117,2015-03-23,1
396117,2020-05-01,2
396129,2018-05-13,1
396133,2014-01-01,1
396144,2023-02-01,1
415023,2022-06-07,1
415027,2016-07-31,1
415027,2017-07-07,2
415035,2021-03-01,1
415039,2022-11-01,1
415040,2016-08-09,1
415045,2019-12-01,1
415061,2022-06-07,1
415062,2022-11-01,1
415063,2021-07-20,1
415064,2020-10-31,1
415067,2018-02-01,1
415071,2020-06-30,1
415071,2022-08-18,2
415081,2022-11-01,1
415082,2022-11-01,1
415084,2016-12-22,1
415099,2019-04-01,1
415126,2016-05-15,1
425004,2019-12-31,1
425014,2016-07-01,1
425042,2019-01-31,1
425047,1966-02-09,1
425047,2019-09-05,2
425048,2018-01-01,1
425062,2018-01-01,1
425070,2020-01-01,1
425093,2016-07-01,1
425095,2015-12-18,1
425107,2022-11-08,1
425116,2019-01-31,1
425117,2016-07-01,1
425119,2021-12-31,1
425122,2019-02-28,1
425132,2020-12-18,1
425132,2021-11-01,2
425139,2022-12-15,1
425143,2017-08-01,1
425156,2017-08-01,1
425157,2022-02-28,1
425158,2016-05-01,1
425158,2018-01-01,2
425158,2018-07-31,3
425159,2015-12-31,1
425163,2016-07-01,1
425168,2016-07-01,1
425174,2016-07-01,1
425179,2017-09-30,1
425289,2021-08-16,1
425297,2019-08-01,1
425297,2023-01-01,2
425308,2018-10-16,1
425308,2021-08-31,2
425310,2018-01-01,1
425312,2019-03-01,1
425316,2019-02-28,1
425319,2019-08-01,1
425319,2023-01-01,2
425323,2016-09-27,1
425323,2016-09-28,2
425323,2021-05-11,3
425326,2019-03-01,1
425362,2021-08-16,1
425368,2019-05-22,1
425370,2019-06-28,1
425373,2020-06-30,1
425375,2018-09-01,1
425379,2015-12-31,1
425391,2015-12-31,1
425407,2016-09-01,1
425409,2019-11-01,1
435004,2018-07-18,1
435009,2017-01-01,1
435009,2019-06-30,2
435020,2019-06-30,1
435020,2019-10-02,2
435031,2017-01-01,1
435035,2019-02-01,1
435039,2019-09-30,1
435039,2019-10-02,2
435040,2017-01-01,1
435040,2019-06-30,2
435043,2019-02-01,1
435047,2017-01-01,1
435047,2019-06-30,2
435048,2017-01-01,1
435048,2019-06-30,2
435049,2017-01-01,1
435049,2019-06-30,2
435050,2017-01-01,1
435050,2019-06-30,2
435051,2017-01-01,1
435051,2019-06-30,2
435052,2017-01-01,1
435053,2017-01-01,1
435054,2017-01-01,1
435054,2019-06-30,2
435055,2017-01-01,1
435055,2019-06-30,2
435057,2017-01-01,1
435057,2020-06-30,2
435058,2017-01-01,1
435058,2019-06-30,2
435059,2017-01-01,1
435059,2019-06-30,2
435060,2017-01-01,1
435060,2019-06-30,2
435064,2017-01-01,1
435064,2019-06-30,2
435065,2018-09-01,1
435068,2017-01-01,1
435068,2019-06-30,2
435086,2019-01-07,1
435086,2023-08-31,2
435105,2019-01-07,1
435105,2023-08-31,2
435109,2019-01-07,1
435109,2023-08-31,2
435110,2019-01-07,1
435110,2023-08-31,2
435115,2019-01-07,1
435115,2023-08-31,2
435118,2016-03-31,1
435118,2019-01-07,2
435118,2023-08-31,3
445077,2019-01-01,1
445112,2017-03-01,1
445124,2016-09-01,1
445135,2016-09-01,1
445137,2016-09-01,1
445138,2016-09-01,1
445139,2018-02-01,1
445145,2016-09-01,1
445154,2016-07-01,1
445159,2017-03-01,1
445165,2017-03-31,1
445165,2019-02-08,2
445165,2022-06-01,3
445171,2016-08-01,1
445172,2017-09-01,1
445172,2019-06-30,2
445183,2016-07-01,1
445184,2018-05-17,1
445235,2019-10-31,1
445245,2017-09-01,1
445245,2019-06-30,2
445253,2017-09-02,1
445253,2019-06-30,2
445267,2019-08-01,1
445268,2019-08-01,1
445280,2023-08-01,1
445283,2018-09-01,1
445286,2017-09-01,1
445286,2019-06-30,2
445291,2019-11-07,1
445295,2022-01-01,1
445297,2017-09-01,1
445297,2019-06-30,2
445308,2015-10-01,1
445318,2016-08-01,1
445321,2019-04-01,1
445329,2019-11-01,1
445356,2019-03-01,1
445357,2017-07-21,1
445358,2016-08-01,1
445374,2019-06-30,1
445383,2020-09-19,1
445391,2019-12-01,1
445396,2016-08-01,1
445402,2019-03-01,1
445409,2016-09-01,1
445412,2017-12-31,1
445413,2017-12-31,1
445433,2017-04-27,1
445434,2018-05-17,1
445457,2015-10-01,1
445458,2017-05-01,1
445461,2015-12-31,1
445461,2018-02-01,2
445465,2018-05-01,1
445470,2017-01-31,1
445471,2017-04-28,1
445480,2016-08-01,1
445486,2017-09-01,1
445487,2016-08-01,1
445493,2016-08-30,1
445495,2018-10-13,1
445497,2017-03-01,1
445497,2019-02-08,2
445497,2022-06-01,3
445502,2016-08-01,1
445512,2017-12-01,1
445529,2019-05-31,1
445531,2018-06-07,1
445539,2022-06-29,1
455001,2020-03-12,1
455351,2018-12-01,1
455359,2016-03-31,1
455390,2019-08-01,1
455390,2022-04-01,2
455412,2021-04-01,1
455416,2021-09-01,1
455423,2023-03-01,1
455444,2019-05-01,1
455444,2023-07-01,2
455463,2017-03-31,1
455467,2017-04-01,1
455471,2018-02-01,1
455486,2017-08-01,1
455486,2018-04-01,2
455497,2017-04-01,1
455503,2022-05-31,1
455509,2020-11-30,1
455509,2022-04-01,2
455510,2023-07-07,1
455510,2024-02-01,2
455513,2019-04-01,1
455515,2014-07-01,1
455515,2022-12-31,2
455523,2017-04-01,1
455532,2017-03-31,1
455536,2022-09-01,1
455550,2018-06-30,1
455550,2021-04-01,2
455557,2018-07-01,1
455557,2020-03-17,2
455563,2022-03-12,1
455569,2015-03-01,1
455569,2017-04-01,2
455570,2022-06-01,1
455573,2017-03-31,1
455575,2022-12-15,1
455576,2017-03-31,1
455579,2023-04-01,1
455582,2017-03-31,1
455586,2023-12-01,1
455589,2019-12-01,1
455594,2017-03-31,1
455597,2017-03-31,1
455599,2018-09-01,1
455599,2022-04-01,2
455608,2022-10-01,1
455613,2018-02-01,1
455617,2022-12-01,1
455618,2021-04-30,1
455621,2017-09-01,1
455637,2017-03-31,1
455638,2022-04-01,1
455642,2020-11-01,1
455651,2017-03-31,1
455652,2017-03-31,1
455653,2015-11-30,1
455662,2018-04-01,1
455670,2021-05-01,1
455672,2019-06-01,1
455673,2021-12-16,1
455676,2017-02-01,1
455689,2017-04-01,1
455690,2015-02-28,1
455690,2017-09-01,2
455690,2021-05-01,3
455699,2017-04-01,1
455700,2020-01-01,1
455703,2021-04-01,1
455705,2020-01-01,1
455713,2017-09-30,1
455718,2018-10-01,1
455724,2018-07-01,1
455725,2019-04-01,1
455727,2017-03-31,1
455731,2023-03-01,1
455733,2017-03-31,1
455737,2021-05-01,1
455737,2022-09-01,2
455742,2016-01-19,1
455748,2019-09-01,1
455753,2017-01-01,1
455761,2021-10-01,1
455762,2016-09-30,1
455771,2020-05-31,1
455797,2018-09-01,1
455797,2022-04-01,2
455799,2018-08-15,1
455804,2016-05-20,1
455806,2017-04-01,1
455810,2020-09-01,1
455815,2023-07-07,1
455815,2024-02-01,2
455819,2017-03-31,1
455819,2019-09-01,2
455819,2022-11-01,3
455822,2018-04-01,1
455823,2023-02-01,1
455834,2017-03-31,1
455835,2017-03-31,1
455838,2018-03-01,1
455838,2023-03-01,2
455840,2022-06-01,1
455850,2022-10-01,1
455854,2020-01-01,1
455855,2016-02-29,1
455855,2017-10-05,2
455855,2020-11-30,3
455856,2017-01-01,1
455856,2022-05-01,2
455870,2020-01-01,1
455872,2012-01-01,1
455872,2012-10-01,2
455889,2020-02-29,1
455895,2023-02-01,1
455901,2019-06-15,1
455903,2020-12-01,1
455906,2021-10-01,1
455910,2019-06-01,1
455913,2020-01-01,1
455915,2022-04-01,1
455916,2023-07-01,1
455923,2020-03-13,1
455923,2023-03-31,2
455930,2020-11-30,1
455935,2023-04-01,1
455936,2017-11-02,1
455941,2022-05-31,1
455959,2021-05-01,1
455965,2017-03-31,1
455968,2019-01-01,1
455970,2017-04-01,1
455985,2023-03-01,1
455986,2023-04-01,1
455994,2018-05-31,1
455996,2023-04-01,1
465003,2017-04-30,1
465003,2017-06-01,2
465009,2016-11-30,1
465062,2016-04-17,1
465064,2015-04-30,1
465064,2016-11-30,2
465075,2015-11-01,1
465078,2017-06-27,1
465082,2017-04-30,1
465083,2016-08-01,1
465083,2016-12-01,2
465084,2016-05-31,1
465088,2017-04-01,1
465095,2016-04-30,1
465115,2019-08-01,1
465128,2017-04-01,1
465143,2016-02-02,1
465143,2019-01-01,2
465152,2016-02-02,1
465158,2015-11-01,1
465159,2021-01-01,1
465166,2021-01-01,1
465168,2017-06-01,1
465170,2021-01-01,1
465178,2017-12-11,1
465179,2017-06-30,1
465179,2017-07-01,2
465182,2017-12-11,1
465183,2015-11-01,1
465184,2017-05-31,1
465188,2017-10-18,1
465189,2021-01-01,1
465190,2021-01-01,1
475003,2018-12-14,1
475010,2015-10-27,1
475030,2018-12-17,1
475037,2017-05-01,1
475040,2015-10-27,1
475040,2024-03-01,2
495019,2019-12-30,1
495046,2021-11-01,1
495086,2017-09-01,1
495086,2019-07-01,2
495086,2022-03-01,3
495087,2021-05-28,1
495093,2022-05-28,1
495097,2021-05-28,1
495099,2020-10-30,1
495105,2021-05-28,1
495107,2021-05-28,1
495108,2021-05-28,1
495112,2021-11-01,1
495115,2020-01-01,1
495118,2018-09-01,1
495123,2020-01-01,1
495133,2020-01-01,1
495142,2021-07-01,1
495146,2018-06-01,1
495146,2019-07-01,2
495146,2022-03-01,3
495147,2018-06-01,1
495147,2019-07-01,2
495147,2022-03-01,3
495150,2019-07-01,1
495150,2022-03-01,2
495151,2018-06-01,1
495151,2019-07-01,2
495151,2022-03-01,3
495156,2018-06-01,1
495156,2019-02-01,2
495156,2022-03-01,3
495173,2019-06-30,1
495178,2021-05-28,1
495185,2020-04-01,1
495185,2022-03-01,2
495186,2023-07-01,1
495187,2018-09-01,1
495188,2021-05-28,1
495189,2021-05-28,1
495192,2022-12-01,1
495193,2021-05-28,1
495196,2021-02-01,1
495199,2022-05-01,1
495201,2019-07-01,1
495202,2021-05-28,1
495203,2022-12-01,1
495204,2021-12-01,1
495205,2015-12-01,1
495205,2019-08-15,2
495206,2021-12-01,1
495207,2021-05-28,1
495209,2021-05-28,1
495210,2021-05-28,1
495213,2021-05-28,1
495215,2020-11-01,1
495216,2021-05-28,1
495227,2020-01-01,1
495230,2022-12-01,1
495234,2020-10-14,1
495234,2022-03-01,2
495235,2022-12-01,1
495236,2022-12-01,1
495237,2021-05-28,1
495241,2017-09-01,1
495241,2019-07-01,2
495241,2022-03-01,3
495243,2022-12-01,1
495247,2017-09-01,1
495247,2019-07-01,2
495247,2022-03-01,3
495248,2021-05-28,1
495249,2018-09-01,1
495255,2021-06-01,1
495260,2021-05-28,1
495266,2021-05-28,1
495268,2019-12-30,1
495270,2020-11-01,1
495272,2019-12-30,1
495275,2023-04-01,1
495277,2020-10-14,1
495277,2022-03-01,2
495279,2021-05-28,1
495282,2021-05-28,1
495287,2020-11-01,1
495291,2023-07-01,1
495293,2021-05-28,1
495294,2021-05-28,1
495295,2021-05-28,1
495296,2020-04-01,1
495296,2022-03-01,2
495297,2021-05-28,1
495302,2016-10-01,1
495302,2021-05-31,2
495302,2021-06-01,3
495303,2021-02-01,1
495303,2023-03-01,2
495306,2019-07-01,1
495308,2021-02-01,1
495308,2023-03-01,2
495309,2019-12-01,1
495309,2022-03-01,2
495316,2022-02-01,1
495319,2019-04-25,1
495326,2018-09-01,1
495327,2022-12-01,1
495333,2020-07-01,1
495334,2018-02-01,1
495337,2020-11-24,1
495338,2020-12-16,1
495338,2022-03-01,2
495339,2022-05-01,1
495343,2020-11-24,1
495343,2022-03-01,2
495358,2019-03-29,1
495358,2021-05-16,2
495361,2022-12-01,1
495363,2021-11-01,1
495364,2021-02-01,1
495364,2023-03-01,2
495372,2020-11-01,1
495375,2019-11-01,1
495375,2022-03-01,2
495378,2021-05-28,1
495379,2020-11-01,1
495381,2021-11-01,1
495389,2022-12-01,1
495391,2020-01-01,1
495392,2020-11-01,1
495417,2021-09-01,1
495418,2021-05-28,1
495420,2021-05-28,1
495423,2022-12-01,1
495424,2021-05-28,1
495425,2022-02-01,1
495426,2020-01-20,1
495428,2021-06-01,1
505004,2023-02-01,1
505004,2023-02-28,2
505009,2023-02-01,1
505009,2023-03-01,2
505017,2020-03-31,1
505024,2017-11-30,1
505092,2022-05-01,1
505098,2017-05-11,1
505099,2023-07-01,1
505114,2017-11-30,1
505123,2017-11-30,1
505128,2017-11-30,1
505140,2022-08-01,1
505185,2017-11-30,1
505195,2017-11-30,1
505202,2018-05-13,1
505230,2017-11-30,1
505236,2017-11-30,1
505240,2017-11-30,1
505251,2022-05-01,1
505252,2023-02-01,1
505252,2023-03-01,2
505260,2015-11-01,1
505260,2021-12-01,2
505269,2018-04-01,1
505270,2023-02-01,1
505270,2023-02-28,2
505275,2022-08-01,1
505276,2023-08-31,1
505280,2017-10-04,1
505283,2021-12-01,1
505289,2023-04-01,1
505290,2023-08-12,1
505299,2017-11-30,1
505309,2020-10-13,1
505311,2023-08-31,1
505319,2023-04-01,1
505322,2023-04-01,1
505326,2020-03-31,1
505329,2015-02-01,1
505329,2023-08-31,2
505331,2017-09-01,1
505338,2022-04-01,1
505344,2023-08-31,1
505355,2017-02-28,1
505358,2017-11-30,1
505361,2023-08-31,1
505362,2017-08-01,1
505372,2016-06-01,1
505379,2023-08-31,1
505381,2017-07-01,1
505393,2023-08-31,1
505395,2023-07-01,1
505400,2023-08-31,1
505436,2023-04-01,1
505473,2017-10-01,1
505483,2021-06-30,1
505507,2023-08-31,1
505513,2023-08-01,1
505522,2023-04-01,1
505525,2023-04-01,1
505534,2020-12-28,1
505534,2023-08-31,2
515028,2015-02-01,1
515028,2022-07-01,2
515035,2017-03-01,1
515035,2022-03-01,2
515039,2015-10-01,1
515039,2022-07-01,2
515047,2018-04-25,1
515049,2017-03-01,1
515049,2022-02-01,2
515052,2024-04-13,1
515057,2024-04-13,1
515058,2022-07-01,1
515064,2024-04-13,1
515065,2021-05-01,1
515067,2018-08-01,1
515067,2022-07-01,2
515069,2017-05-31,1
515072,2015-10-01,1
515076,2019-12-01,1
515086,2022-07-01,1
515089,2022-07-01,1
515117,2024-04-13,1
515118,2017-03-01,1
515118,2022-02-01,2
515120,2015-08-01,1
515120,2022-07-01,2
515121,2015-10-01,1
515121,2022-07-01,2
515122,2015-10-01,1
515122,2022-07-01,2
515123,2015-04-01,1
515123,2022-07-01,2
515137,2015-04-01,1
515137,2022-07-01,2
515140,2017-05-31,1
515141,2022-07-01,1
515142,2024-04-13,1
515144,2015-04-01,1
515144,2022-07-01,2
515153,2023-04-13,1
515159,2022-07-01,1
515162,2024-04-13,1
515164,2024-04-13,1
515165,2024-04-13,1
515166,2023-04-13,1
515170,2023-04-13,1
515171,2024-04-13,1
515180,2024-04-13,1
515185,2023-04-13,1
515189,2018-06-01,1
515191,2022-07-01,1
515192,2023-04-13,1
515194,2023-04-13,1
525064,2023-03-19,1
525074,2022-01-01,1
525098,2018-03-01,1
525179,2019-10-31,1
525209,2019-12-08,1
525212,2019-12-01,1
525262,2019-10-01,1
525273,2019-01-01,1
525273,2022-06-01,2
525292,2017-10-01,1
525304,2019-12-01,1
525306,2016-12-21,1
525307,2018-12-04,1
525313,2017-12-01,1
525314,2017-10-01,1
525321,2019-10-01,1
